location,co_level,gas_level,temperature,humidity,dust_level
Mirpur,2,2,20,42,15
Mirpur,35,96,14,52,67
Mirpur,6,22,28,59,20
Mirpur,30,237,29,70,68
Mirpur,9,25,24,48,1
Mirpur,33,202,31,34,49
Mirpur,1,7,25,53,14
Mirpur,31,212,12,54,33
Mirpur,8,35,21,40,7
Mirpur,56,54,12,40,35
Mirpur,1,39,23,54,13
Mirpur,39,79,13,62,83
Mirpur,7,14,22,46,9
Mirpur,28,280,13,72,13
Mirpur,10,30,28,42,15
Mirpur,74,276,25,69,94
Mirpur,6,37,25,40,11
Mirpur,25,151,11,52,44
Mirpur,4,36,23,46,19
Mirpur,21,265,22,50,56
Mirpur,2,6,22,44,15
Mirpur,21,50,15,62,38
Mirpur,5,22,30,54,5
Mirpur,38,194,25,54,11
Mirpur,2,37,27,52,15
Mirpur,95,139,35,62,74
Mirpur,8,1,21,43,14
Mirpur,71,138,12,51,45
Mirpur,10,39,27,44,10
Mirpur,60,132,24,43,62
Mirpur,3,44,22,49,20
Mirpur,68,190,31,35,92
Mirpur,5,1,30,48,16
Mirpur,70,119,12,37,16
Mirpur,1,5,20,47,10
Mirpur,46,135,29,68,76
Mirpur,6,26,22,40,5
Mirpur,37,156,27,66,58
Mirpur,2,21,29,42,18
Mirpur,79,182,32,34,81
Mirpur,1,12,27,52,15
Mirpur,31,265,13,77,22
Mirpur,8,31,30,51,17
Mirpur,25,108,26,67,58
Mirpur,10,20,20,52,13
Mirpur,82,70,35,51,32
Mirpur,4,42,22,53,20
Mirpur,97,267,11,76,95
Mirpur,4,12,22,59,15
Mirpur,24,59,20,79,39
Mirpur,7,39,20,48,13
Mirpur,39,237,11,67,27
Mirpur,2,8,27,54,1
Mirpur,30,213,17,43,74
Mirpur,7,34,21,45,17
Mirpur,44,162,12,42,31
Mirpur,3,36,23,43,15
Mirpur,64,251,24,60,42
Mirpur,5,38,30,40,15
Mirpur,88,291,32,66,13
Mirpur,7,24,26,46,14
Mirpur,76,282,32,33,67
Mirpur,2,45,27,43,10
Mirpur,83,222,23,44,55
Mirpur,7,10,27,50,1
Mirpur,21,270,30,62,85
Mirpur,6,14,22,47,4
Mirpur,81,177,11,52,93
Mirpur,4,26,22,43,18
Mirpur,74,50,35,72,38
Mirpur,8,27,24,40,6
Mirpur,23,114,11,77,56
Mirpur,10,1,20,51,9
Mirpur,44,197,26,71,76
Mirpur,3,25,20,54,11
Mirpur,58,243,11,76,25
Mirpur,1,50,26,45,1
Mirpur,72,268,31,42,17
Mirpur,10,29,20,51,16
Mirpur,96,277,23,49,21
Mirpur,2,30,28,47,6
Mirpur,61,175,27,42,78
Mirpur,5,40,26,45,6
Mirpur,23,245,20,68,14
Mirpur,1,3,28,56,19
Mirpur,97,183,16,75,39
Mirpur,6,26,27,48,10
Mirpur,62,221,33,36,66
Mirpur,2,39,22,60,13
Mirpur,88,163,16,38,33
Mirpur,4,15,30,52,12
Mirpur,28,116,34,44,84
Mirpur,1,19,20,50,10
Mirpur,37,203,27,37,54
Mirpur,10,30,21,41,10
Mirpur,64,232,20,36,60
Mirpur,6,10,22,43,11
Mirpur,34,210,14,34,50
Mirpur,3,39,24,54,16
Mirpur,45,279,10,50,29
Mirpur,10,5,28,43,16
Mirpur,84,200,21,62,38
Mirpur,7,31,30,42,18
Mirpur,55,54,21,37,94
Mirpur,8,43,29,60,10
Mirpur,99,77,28,35,27
Mirpur,4,48,27,56,1
Mirpur,90,87,30,53,24
Mirpur,6,4,26,53,20
Mirpur,93,290,31,54,48
Mirpur,2,50,28,41,19
Mirpur,98,87,22,71,34
Mirpur,4,36,29,56,13
Mirpur,67,236,12,57,14
Mirpur,3,35,26,40,9
Mirpur,47,258,13,49,41
Mirpur,8,15,30,59,20
Mirpur,98,157,22,54,20
Mirpur,8,26,26,51,3
Mirpur,72,271,24,39,46
Mirpur,7,48,25,58,10
Mirpur,78,138,23,39,78
Mirpur,8,17,28,59,4
Mirpur,98,225,34,59,22
Mirpur,7,3,30,57,4
Mirpur,93,156,28,37,88
Mirpur,2,44,26,52,16
Mirpur,100,261,22,42,69
Mirpur,2,23,20,51,14
Mirpur,31,147,26,57,46
Mirpur,4,38,21,43,20
Mirpur,25,192,35,32,44
Mirpur,6,31,25,40,17
Mirpur,79,103,27,61,12
Mirpur,2,49,25,46,8
Mirpur,55,170,16,66,27
Mirpur,3,38,29,47,12
Mirpur,94,209,14,31,86
Mirpur,3,49,22,54,16
Mirpur,75,274,24,70,20
Mirpur,2,39,25,57,12
Mirpur,81,299,12,34,10
Mirpur,6,4,26,50,11
Mirpur,86,263,17,36,49
Mirpur,3,35,26,43,13
Mirpur,77,236,14,61,57
Mirpur,84,116,22,68,70
Mirpur,10,18,24,48,1
Mirpur,69,226,29,73,35
Mirpur,6,21,26,58,5
Mirpur,70,58,34,53,41
Mirpur,8,36,26,53,9
Mirpur,92,62,12,64,95
Mirpur,2,30,22,53,9
Mirpur,85,52,13,72,75
Mirpur,5,47,25,55,5
Mirpur,39,236,19,32,53
Mirpur,9,39,27,53,8
Mirpur,48,233,26,46,17
Mirpur,3,16,20,53,8
Mirpur,39,247,23,76,20
Mirpur,6,41,30,57,19
Mirpur,70,102,18,79,82
Mirpur,1,7,26,40,16
Mirpur,49,55,24,32,67
Mirpur,5,43,20,56,14
Mirpur,99,104,26,70,92
Mirpur,5,39,22,54,20
Mirpur,27,138,33,42,28
Mirpur,9,33,30,50,8
Mirpur,22,137,13,59,20
Mirpur,2,31,23,42,10
Mirpur,36,118,26,39,39
Mirpur,10,1,24,48,1
Mirpur,31,230,27,64,81
Mirpur,5,19,30,46,18
Mirpur,68,202,30,59,10
Mirpur,8,12,30,58,14
Mirpur,93,288,32,61,60
Mirpur,9,41,29,40,18
Mirpur,68,273,20,62,46
Mirpur,4,42,21,56,17
Mirpur,44,177,15,42,59
Mirpur,9,22,28,60,3
Mohakhali,7,47,25,54,15
Mohakhali,32,240,20,65,51
Mohakhali,10,39,26,40,13
Mohakhali,24,120,26,59,82
Mohakhali,2,15,21,55,17
Mohakhali,50,150,28,43,29
Mohakhali,6,12,25,56,16
Mohakhali,32,60,20,59,81
Mohakhali,8,45,26,52,8
Mohakhali,38,164,12,38,56
Mohakhali,3,17,30,57,12
Mohakhali,36,145,31,30,41
Mohakhali,8,22,23,41,17
Mohakhali,100,291,32,36,21
Mohakhali,2,30,28,42,15
Mohakhali,41,92,32,46,75
Mohakhali,5,12,22,57,14
Mohakhali,80,178,21,78,15
Mohakhali,1,10,25,45,11
Mohakhali,35,119,32,74,81
Mohakhali,10,33,26,41,11
Mohakhali,25,297,17,63,99
Mohakhali,4,35,27,40,5
Mohakhali,57,81,34,46,34
Mohakhali,2,47,27,60,20
Mohakhali,54,181,32,30,25
Mohakhali,9,43,28,54,7
Mohakhali,32,299,28,31,88
Mohakhali,9,26,27,55,12
Mohakhali,60,216,32,65,46
Mohakhali,9,33,29,40,17
Mohakhali,72,235,35,64,56
Mohakhali,6,13,23,47,7
Mohakhali,25,200,31,40,30
Mohakhali,6,46,30,59,11
Mohakhali,80,104,22,54,53
Mohakhali,10,27,30,59,8
Mohakhali,99,71,30,78,34
Mohakhali,5,45,28,60,3
Mohakhali,89,263,10,70,26
Mohakhali,7,14,20,53,12
Mohakhali,91,50,11,80,40
Mohakhali,4,6,24,51,13
Mohakhali,36,99,22,35,50
Mohakhali,5,41,21,60,16
Mohakhali,81,210,12,65,93
Mohakhali,6,27,30,41,7
Mohakhali,81,215,22,61,55
Mohakhali,8,10,22,41,11
Mohakhali,98,234,12,39,40
Mohakhali,10,6,20,46,16
Mohakhali,72,279,31,68,96
Mohakhali,2,11,27,57,7
Mohakhali,61,296,31,43,61
Mohakhali,7,1,25,53,20
Mohakhali,53,113,22,43,78
Mohakhali,4,25,23,54,10
Mohakhali,65,94,10,58,94
Mohakhali,2,34,22,60,13
Mohakhali,63,63,29,74,45
Mohakhali,3,19,21,60,10
Mohakhali,98,94,26,44,95
Mohakhali,7,17,30,54,15
Mohakhali,91,293,33,74,11
Mohakhali,3,37,24,50,13
Mohakhali,31,151,29,72,43
Mohakhali,2,34,28,40,10
Mohakhali,22,173,33,69,57
Mohakhali,3,2,20,51,15
Mohakhali,41,191,10,75,75
Mohakhali,9,33,26,53,14
Mohakhali,50,217,10,30,10
Mohakhali,3,6,23,55,1
Mohakhali,65,218,30,73,96
Mohakhali,8,17,24,55,11
Mohakhali,56,249,35,36,47
Mohakhali,3,5,20,54,15
Mohakhali,91,88,28,50,14
Mohakhali,9,2,21,44,4
Mohakhali,64,161,14,49,46
Mohakhali,3,2,29,40,2
Mohakhali,23,270,17,58,60
Mohakhali,2,28,30,60,3
Mohakhali,76,87,19,50,81
Mohakhali,6,36,29,54,13
Mohakhali,36,232,21,71,47
Mohakhali,2,14,22,59,13
Mohakhali,24,131,27,68,67
Mohakhali,83,101,13,42,97
Mohakhali,9,16,27,59,6
Mohakhali,29,198,26,64,15
Mohakhali,4,34,30,54,19
Mohakhali,78,266,27,59,58
Mohakhali,7,30,30,49,16
Mohakhali,68,294,11,38,10
Mohakhali,6,11,20,58,13
Mohakhali,26,119,16,32,62
Mohakhali,9,7,29,56,12
Mohakhali,27,53,14,54,20
Mohakhali,1,50,23,47,3
Mohakhali,65,234,16,53,25
Mohakhali,8,3,25,47,11
Mohakhali,32,282,30,37,75
Mohakhali,4,19,22,41,11
Mohakhali,22,51,31,49,57
Mohakhali,7,2,30,57,3
Mohakhali,27,99,22,62,25
Mohakhali,3,15,29,56,15
Mohakhali,74,245,35,61,100
Mohakhali,6,44,21,58,15
Mohakhali,29,205,10,57,40
Mohakhali,3,33,22,58,10
Mohakhali,74,95,28,43,50
Mohakhali,2,43,24,57,19
Mohakhali,96,287,29,55,45
Mohakhali,3,48,29,52,2
Mohakhali,25,286,23,64,89
Mohakhali,6,33,29,59,17
Mohakhali,28,143,22,61,66
Mohakhali,3,11,28,52,11
Mohakhali,22,213,16,53,31
Mohakhali,6,6,20,40,12
Mohakhali,54,113,16,56,24
Mohakhali,7,39,28,49,6
Mohakhali,93,190,26,53,35
Mohakhali,2,47,23,58,15
Mohakhali,29,269,21,45,33
Mohakhali,7,28,27,52,7
Mohakhali,65,276,14,51,32
Mohakhali,2,10,21,46,5
Mohakhali,79,81,17,51,84
Mohakhali,2,16,24,60,3
Mohakhali,24,181,20,63,27
Mohakhali,5,12,20,54,16
Mohakhali,84,104,34,31,55
Mohakhali,9,30,23,52,7
Mohakhali,92,194,29,74,43
Mohakhali,4,41,27,46,18
Mohakhali,69,163,22,36,85
Mohakhali,3,25,23,43,18
Mohakhali,81,262,35,64,11
Mohakhali,10,39,20,52,19
Mohakhali,42,94,32,68,52
Mohakhali,10,5,22,55,4
Mohakhali,91,133,27,49,94
Mohakhali,1,19,30,57,20
Mohakhali,22,55,14,55,83
Mohakhali,6,8,27,51,4
Mohakhali,100,51,16,77,57
Mohakhali,10,5,23,59,18
Mohakhali,61,240,10,67,54
Mohakhali,3,35,26,49,2
Mohakhali,87,54,24,58,73
Mohakhali,8,4,25,52,20
Mohakhali,92,276,30,58,22
Mohakhali,6,25,26,52,7
Mohakhali,47,238,31,78,80
Mohakhali,3,31,28,43,17
Mohakhali,83,257,24,76,66
Mohakhali,7,31,23,48,3
Mohakhali,28,254,35,57,37
Mohakhali,4,17,27,45,5
Mohakhali,36,244,18,65,93
Mohakhali,2,33,23,44,15
Mohakhali,25,159,10,55,27
Mohakhali,6,33,30,56,14
Mohakhali,92,271,26,30,39
Mohakhali,1,24,28,58,1
Mohakhali,38,128,11,63,76
Mohakhali,5,19,30,48,1
Mohakhali,76,166,22,78,26
Mohakhali,9,24,21,43,12
Mohakhali,21,238,26,32,88
Mohakhali,2,47,26,55,17
Mohakhali,73,99,10,55,71
Mohakhali,9,44,26,42,7
Mohakhali,100,257,34,42,71
Mohakhali,8,16,29,59,8
Mohakhali,53,183,15,51,96
Mohakhali,1,15,20,52,4
Mohakhali,96,214,28,58,65
Mohakhali,2,49,23,47,16
Mohakhali,95,286,22,74,17
Mohakhali,3,19,24,58,16
Mohakhali,44,199,12,69,48
Mohakhali,10,24,24,53,2
Mohakhali,72,105,30,48,77
Mohakhali,1,34,22,60,10
Mohakhali,74,71,22,48,37
Mohakhali,4,2,30,47,8
Mohakhali,75,206,16,47,75
Mohakhali,5,46,25,58,14
Mohakhali,61,144,35,53,31
Mohakhali,10,44,28,46,20
Mohakhali,47,235,35,65,71
Mohakhali,1,31,26,60,14
Mohakhali,54,238,22,73,77
Mohakhali,9,1,23,58,7
Mohakhali,64,93,31,46,83
Mohakhali,5,8,25,52,18
Mohakhali,33,221,34,53,75
Mohakhali,2,11,22,55,1
Mohakhali,98,237,13,61,63
Mohakhali,1,35,21,43,12
Mohakhali,35,99,13,77,95
Mohakhali,5,47,24,56,19
Mohakhali,83,228,17,49,89
Mohakhali,4,13,26,44,5
Mohakhali,62,148,21,72,49
Mohakhali,1,13,29,40,13
Mohakhali,70,105,13,47,61
Mohakhali,2,32,22,54,15
Mohakhali,77,177,28,69,33
Mohakhali,2,37,25,55,18
Mohakhali,67,91,30,42,10
Mohakhali,4,44,29,52,14
Mohakhali,22,166,17,43,35
Mohakhali,5,10,21,45,20
Mohakhali,96,222,16,44,48
Mohakhali,8,38,21,55,3
Mohakhali,30,83,26,50,33
Mohakhali,1,23,24,59,7
Mohakhali,87,193,26,48,13
Mohakhali,9,46,24,60,17
Mohakhali,78,241,22,77,100
Mohakhali,1,40,20,57,9
Mohakhali,39,243,20,44,58
Mohakhali,6,44,29,47,19
Mohakhali,81,247,30,67,17
Mohakhali,1,40,24,44,2
Mohakhali,54,101,22,73,18
Mohakhali,1,16,29,58,13
Mohakhali,28,135,17,47,96
Mohakhali,10,45,26,55,2
Mohakhali,84,256,17,60,69
Mohakhali,1,24,28,57,9
Mohakhali,33,98,31,46,95
Mohakhali,1,45,25,60,18
Mohakhali,81,61,28,41,20
Mohakhali,10,50,26,43,12
Mohakhali,47,233,10,56,22
Mohakhali,8,16,20,54,1
Mohakhali,55,152,27,49,87
Mohakhali,9,12,21,40,14
Mohakhali,79,107,32,71,51
Mohakhali,8,46,22,48,1
Mohakhali,55,66,16,65,38
Mohakhali,8,42,30,54,8
Mohakhali,40,145,14,40,47
Mohakhali,10,18,27,60,2
Mohakhali,58,300,17,56,86
Mohakhali,2,39,30,52,5
Mohakhali,39,63,14,77,85
Mohakhali,6,38,22,45,18
Mohakhali,39,133,27,33,43
Mohakhali,9,6,20,58,9
Mohakhali,93,178,29,35,31
Mohakhali,6,6,26,46,3
Mohakhali,90,92,20,75,23
Mohakhali,5,40,22,43,6
Mohakhali,100,211,18,60,85
Mohakhali,8,24,26,51,15
Mohakhali,71,118,15,40,47
Mohakhali,7,38,27,45,1
Mohakhali,46,280,11,69,87
Mohakhali,1,2,29,42,15
Mohakhali,89,145,34,61,25
Mohakhali,2,33,28,54,17
Mohakhali,33,147,14,74,77
Mohakhali,2,5,28,55,10
Mohakhali,56,128,32,52,39
Mohakhali,4,20,21,47,4
Mohakhali,23,235,13,42,75
Mohakhali,7,17,27,58,13
Mohakhali,43,96,33,78,71
Mohakhali,6,14,28,53,17
Mohakhali,87,71,18,32,39
Mohakhali,3,5,22,57,19
Mohakhali,66,63,30,52,21
Mohakhali,2,22,26,46,6
Mohakhali,20,55,29,38,25
Mohakhali,1,40,27,53,13
Mohakhali,60,70,11,31,69
Mohakhali,3,7,26,41,7
Mohakhali,75,102,16,58,15
Mohakhali,8,1,20,46,16
Mohakhali,95,86,10,71,73
Mohakhali,6,2,21,52,12
Mohakhali,71,104,33,45,73
Mohakhali,8,25,22,47,19
Mohakhali,46,61,22,63,96
Mohakhali,9,2,30,52,12
Mohakhali,67,219,34,80,43
Mohakhali,1,25,23,47,20
Mohakhali,37,259,15,38,69
Mohakhali,6,3,20,44,7
Mohakhali,38,217,29,46,28
Mohakhali,7,50,26,58,15
Mohakhali,79,134,16,65,96
Mohakhali,3,18,30,52,10
Mohakhali,99,263,33,72,68
Mohakhali,3,25,25,54,13
Mohakhali,31,187,12,52,74
Mohakhali,4,49,30,44,2
Mohakhali,36,85,30,52,42
Mohakhali,9,18,22,53,20
Mohakhali,86,102,19,37,88
Mohakhali,5,19,21,55,2
Mohakhali,70,210,19,63,73
Mohakhali,10,33,22,44,17
Mohakhali,51,248,22,61,54
Mohakhali,8,24,28,55,18
Mohakhali,26,97,11,80,82
Mohakhali,2,2,30,40,16
Mohakhali,71,175,12,79,34
Mohakhali,2,5,25,44,10
Mohakhali,58,167,17,40,54
Mohakhali,10,45,27,47,18
Mohakhali,46,184,33,50,37
Mohakhali,6,12,30,47,6
Mohakhali,44,79,19,41,56
Mohakhali,2,20,24,44,10
Mohakhali,55,203,13,77,59
Mohakhali,10,29,26,60,7
Mohakhali,23,63,16,50,57
Mohakhali,9,17,28,56,11
Mohakhali,1,17,26,53,12
Mohakhali,46,235,15,67,31
Mohakhali,3,12,27,46,17
Mohakhali,43,66,14,54,60
Mohakhali,2,7,22,45,3
Mohakhali,27,77,32,67,97
Mohakhali,99,288,14,64,49
Mohakhali,8,33,30,58,10
Mohakhali,40,187,27,56,34
Mohakhali,10,27,24,53,7
Mohakhali,83,85,19,60,69
Mohakhali,2,8,21,57,17
Mohakhali,74,103,31,57,48
Mohakhali,6,36,27,45,11
Mohakhali,73,156,15,78,52
Mohakhali,2,10,28,58,5
Mohakhali,29,110,18,31,55
Mohakhali,7,39,30,59,20
Mohakhali,41,236,13,30,34
Mohakhali,5,33,21,51,15
Mohakhali,42,120,17,31,60
Mohakhali,5,8,20,43,3
Mohakhali,40,283,10,33,11
Mohakhali,6,13,29,52,2
Mohakhali,54,110,16,58,88
Mohakhali,6,8,27,57,1
Mohakhali,31,75,23,53,36
Mohakhali,3,3,22,46,20
Mohakhali,73,168,23,74,34
Mohakhali,10,15,20,53,3
Mohakhali,57,57,25,69,44
Mohakhali,10,46,22,56,15
Mohakhali,23,251,20,53,23
Mohakhali,9,24,22,40,1
Mohakhali,54,57,35,64,29
Mohakhali,6,39,26,60,6
Mohakhali,90,203,15,61,17
Mohakhali,1,33,20,59,17
Mohakhali,77,184,34,68,58
Mohakhali,5,46,30,59,11
Mohakhali,50,228,25,69,20
Mohakhali,10,20,23,43,8
Mohakhali,43,140,23,47,53
Mohakhali,6,10,23,53,16
Mohakhali,42,265,31,76,62
Mohakhali,6,31,20,40,8
Mohakhali,44,217,34,45,74
Mohakhali,1,15,30,58,18
Mohakhali,93,153,29,78,15
Mohakhali,9,6,28,43,2
Mohakhali,32,265,33,60,43
Mohakhali,9,43,24,59,14
Mohakhali,35,185,27,55,31
Mohakhali,3,23,30,57,7
Mohakhali,83,79,31,72,47
Mohakhali,6,9,27,52,9
Mohakhali,74,168,23,63,46
Mohakhali,3,5,25,45,8
Mohakhali,40,278,23,39,14
Mohakhali,4,13,30,42,12
Mohakhali,40,200,30,42,61
Mohakhali,6,20,29,43,6
Mohakhali,74,95,16,56,86
Mohakhali,7,4,21,42,4
Mohakhali,90,128,24,68,44
Mohakhali,7,27,21,49,8
Mohakhali,49,254,21,50,58
Mohakhali,8,10,29,46,6
Mohakhali,77,243,33,40,15
Mohakhali,2,45,27,46,19
Mohakhali,28,140,28,74,29
Mohakhali,8,42,26,49,1
Mohakhali,97,100,12,38,21
Mohakhali,9,5,26,52,13
Mohakhali,65,289,10,71,96
Mohakhali,8,11,21,45,7
Mohakhali,89,99,35,51,72
Mohakhali,1,48,28,47,17
Mohakhali,84,111,15,71,46
Mohakhali,3,13,29,52,16
Mohakhali,69,96,11,44,65
Mohakhali,8,46,27,40,19
Mohakhali,28,235,24,53,58
Mohakhali,7,32,25,60,13
Mohakhali,80,146,13,32,53
Mohakhali,1,33,22,53,3
Mohakhali,37,177,28,69,40
Mohakhali,5,16,20,45,8
Mohakhali,27,284,23,62,75
Mohakhali,7,16,25,56,15
Mohakhali,90,55,30,66,70
Mohakhali,8,18,20,59,2
Mohakhali,48,231,29,78,85
Mohakhali,8,15,25,54,5
Mohakhali,34,273,10,77,23
Mohakhali,6,4,22,58,14
Mohakhali,97,116,23,57,22
Mohakhali,1,16,25,41,2
Mohakhali,85,161,28,40,31
Mohakhali,3,24,23,56,4
Mohakhali,28,298,30,70,64
Mohakhali,9,50,29,48,11
Mohakhali,79,237,13,44,65
Mohakhali,5,32,22,46,3
Mohakhali,40,135,10,50,52
Mohakhali,2,46,21,45,8
Mohakhali,94,129,25,78,89
Mohakhali,7,48,27,45,19
Mohakhali,48,72,34,31,97
Mohakhali,1,32,30,53,17
Mohakhali,8,50,28,48,15
Mohakhali,67,131,16,63,47
Mohakhali,5,13,20,52,15
Mohakhali,43,185,16,55,69
Mohakhali,4,50,28,50,1
Mohakhali,32,261,13,72,68
Mohakhali,4,5,24,58,5
Mohakhali,62,116,21,56,35
Mohakhali,4,49,28,46,2
Mohakhali,60,146,16,68,53
Mohakhali,8,5,29,52,6
Mohakhali,81,95,12,56,60
Mohakhali,2,29,25,51,11
Mohakhali,20,197,22,79,87
Mohakhali,1,2,22,47,3
Mohakhali,65,281,15,31,29
Mohakhali,1,35,23,40,18
Mohakhali,56,149,10,68,99
Mohakhali,10,13,27,52,19
Mohakhali,74,168,24,54,58
Mohakhali,6,43,23,43,11
Mohakhali,70,202,19,72,88
Mohakhali,4,19,24,43,4
Mohakhali,76,65,34,57,17
Mohakhali,6,1,23,40,8
Mohakhali,96,164,25,78,54
Mohakhali,5,28,26,49,13
Mohakhali,34,233,13,64,22
Mohakhali,1,27,20,52,10
Mohakhali,45,217,18,45,28
Mohakhali,7,49,30,43,10
Mohakhali,56,82,30,58,49
Mohakhali,10,12,20,43,1
Mohakhali,59,175,31,37,18
Mohakhali,3,45,27,60,16
Mohakhali,69,257,28,59,68
Mohakhali,4,35,24,46,1
Mohakhali,25,182,22,55,39
Mohakhali,10,28,28,45,19
Mohakhali,41,251,28,71,96
Mohakhali,5,28,30,42,5
Mohakhali,45,226,24,80,51
Mohakhali,5,24,24,56,6
Mohakhali,64,286,19,74,19
Mohakhali,3,42,20,60,6
Mohakhali,98,264,26,43,44
Mohakhali,10,3,20,57,6
Mohakhali,86,135,34,49,32
Mohakhali,4,45,27,48,2
Mohakhali,78,296,11,35,13
Mohakhali,2,35,22,45,19
Mohakhali,46,262,27,34,100
Mohakhali,9,28,28,49,4
Mohakhali,53,85,15,53,67
Mohakhali,10,37,22,53,8
Mohakhali,34,129,20,45,83
Mohakhali,1,37,22,43,15
Mohakhali,49,111,33,72,60
Mohakhali,6,44,25,52,8
Mohakhali,70,245,29,46,32
Mohakhali,8,9,21,44,4
Mohakhali,55,164,14,44,99
Mohakhali,5,3,22,52,7
Mohakhali,42,229,26,53,29
Mohakhali,2,33,30,47,14
Mohakhali,29,155,31,31,23
Mohakhali,6,26,28,55,17
Mohakhali,91,148,28,57,100
Mohakhali,7,5,23,50,6
Mohakhali,86,163,19,48,80
Mohakhali,6,22,24,45,13
Mohakhali,55,167,31,34,62
Mohakhali,10,45,21,52,17
Mohakhali,94,175,12,63,37
Mohakhali,6,22,22,55,13
Mohakhali,86,188,10,58,38
Mohakhali,8,38,25,60,13
Mohakhali,69,155,10,80,30
Mohakhali,10,45,26,50,7
Mohakhali,45,61,11,44,97
Mohakhali,2,42,30,40,15
Mohakhali,37,272,12,46,57
Mohakhali,6,50,24,48,14
Mohakhali,89,156,19,56,15
Mohakhali,10,24,25,54,19
Mohakhali,63,188,18,75,15
Mohakhali,9,46,23,55,13
Mohakhali,23,170,17,54,29
Mohakhali,4,14,27,40,15
Mohakhali,54,62,19,76,48
Mohakhali,10,40,28,44,7
Mohakhali,20,204,20,49,77
Mohakhali,1,28,29,43,4
Mohakhali,99,181,33,38,11
Mohakhali,7,25,21,60,11
Mohakhali,83,279,32,53,32
Mohakhali,4,15,20,56,3
Mohakhali,87,183,18,74,35
Mohakhali,3,49,22,50,5
Mohakhali,37,224,13,68,12
Mohakhali,4,23,29,59,14
Mohakhali,47,95,19,40,76
Mohakhali,6,13,21,59,17
Mohakhali,33,271,17,54,19
Mohakhali,5,22,20,58,7
Mohakhali,30,81,10,80,23
Mohakhali,9,29,22,42,3
Mohakhali,35,144,34,42,24
Mohakhali,1,50,27,54,10
Mohakhali,55,222,24,51,80
Mohakhali,7,28,21,59,12
Mohakhali,88,117,12,32,62
Mohakhali,5,9,21,49,9
Mohakhali,91,123,18,44,63
Mohakhali,1,30,20,54,3
Mohakhali,75,294,12,62,75
Mohakhali,9,13,30,59,6
Mohakhali,76,272,26,33,94
Mohakhali,5,16,26,46,15
Mohakhali,92,154,17,72,95
Mohakhali,7,29,25,49,19
Mohakhali,54,226,17,34,100
Mohakhali,2,42,25,56,17
Mohakhali,50,194,30,53,94
Mohakhali,3,50,25,41,2
Mohakhali,64,116,12,77,74
Mohakhali,10,14,28,40,1
Mohakhali,59,51,26,63,87
Mohakhali,10,32,24,42,3
Mohakhali,25,210,35,76,83
Mohakhali,9,36,20,45,10
Mohakhali,64,189,18,44,99
Mohakhali,4,3,22,54,2
Mohakhali,33,222,20,32,69
Mohakhali,10,8,21,42,18
Mohakhali,47,86,27,33,34
Mohakhali,4,13,27,57,8
Mohakhali,27,185,18,80,74
Mohakhali,6,42,25,54,18
Mohakhali,33,175,11,75,72
Mohakhali,4,34,24,50,15
Mohakhali,47,185,23,31,54
Mohakhali,9,10,26,42,15
Mohakhali,76,294,16,62,12
Mohakhali,10,11,27,41,13
Mohakhali,84,50,26,38,16
Mohakhali,4,7,21,50,10
Mohakhali,99,251,27,55,32
Mohakhali,8,38,26,48,3
Mohakhali,38,213,31,71,51
Mohakhali,6,46,20,53,19
Mohakhali,43,260,26,72,18
Mohakhali,3,36,29,43,4
Mohakhali,55,203,17,47,44
Mohakhali,7,19,25,51,4
Mohakhali,87,170,33,53,70
Mohakhali,1,44,20,41,10
Mohakhali,75,210,16,54,95
Mohakhali,5,36,26,43,1
Mohakhali,96,256,27,35,26
Mohakhali,4,6,27,41,10
Mohakhali,85,288,14,72,95
Mohakhali,8,20,25,40,18
Mohakhali,70,184,17,72,42
Mohakhali,10,9,20,46,18
Mohakhali,63,147,12,41,26
Mohakhali,9,18,26,40,6
Mohakhali,54,206,31,47,62
Mohakhali,10,6,23,57,10
Mohakhali,49,152,26,78,56
Mohakhali,10,31,27,55,5
Mohakhali,100,115,22,58,62
Mohakhali,3,18,20,40,20
Mohakhali,23,170,27,47,78
Mohakhali,3,3,28,60,19
Mohakhali,100,56,32,77,82
Mohakhali,5,7,27,41,19
Mohakhali,20,228,32,35,49
Mohakhali,6,30,20,56,16
Mohakhali,77,230,35,70,41
Mohakhali,4,28,29,49,5
Mohakhali,56,110,28,50,78
Mohakhali,6,41,28,48,1
Mohakhali,44,95,16,31,47
Mohakhali,8,45,27,47,3
Mohakhali,80,220,23,61,86
Mohakhali,9,25,27,52,6
Mohakhali,40,288,10,33,16
Mohakhali,6,39,22,45,6
Mohakhali,52,146,13,30,30
Mohakhali,9,12,21,58,4
Mohakhali,48,274,29,64,50
Mohakhali,1,2,24,48,6
Mohakhali,73,170,19,76,58
Mohakhali,4,49,30,41,17
Mohakhali,27,192,17,30,63
Mohakhali,10,13,20,57,12
Mohakhali,89,199,27,75,80
Mohakhali,4,5,21,52,13
Mohakhali,86,244,24,49,17
Mohakhali,8,1,20,40,15
Mohakhali,38,277,20,80,92
Mohakhali,9,9,20,44,11
Mohakhali,64,228,13,66,18
Mohakhali,7,6,26,55,3
Mohakhali,83,112,12,45,57
Mohakhali,10,3,23,53,17
Mohakhali,29,104,21,58,63
Mohakhali,7,49,30,45,20
Mohakhali,21,60,15,73,62
Mohakhali,6,49,25,56,9
Mohakhali,44,241,28,57,69
